 55 5896.447864 1.229E-31 3.497E-03.04320.046 1953.12020.67-.008662              3              0                    P 33      4756631013 5 5 1 8   130.0  134.0
 55 5902.785143 2.101E-31 3.543E-03.04380.046 1838.58200.67-.008613              3              0                    P 32      4756631013 5 5 1 8   126.0  130.0
 55 5909.035396 3.529E-31 3.589E-03.04430.047 1727.47280.67-.008564              3              0                    P 31      4756631013 5 5 1 8   122.0  126.0
 55 5915.198505 5.824E-31 3.636E-03.04480.047 1619.79640.67-.008513              3              0                    P 30      4756631013 5 5 1 8   118.0  122.0
 55 5921.274351 9.442E-31 3.685E-03.04540.048 1515.55650.67-.008462              3              0                    P 29      4756631013 5 5 1 8   114.0  118.0
 55 5927.262813 1.505E-30 3.733E-03.04600.049 1414.75690.67-.008411              3              0                    P 28      4956631013 5 5 1 8   110.0  114.0
 55 5933.163773 2.353E-30 3.783E-03.04650.049 1317.40090.67-.008358              3              0                    P 27      4956631013 5 5 1 8   106.0  110.0
 55 5938.977110 3.615E-30 3.834E-03.04710.050 1223.49200.67-.008304              3              0                    P 26      4956631013 5 5 1 8   102.0  106.0
 55 5944.702704 5.453E-30 3.886E-03.04770.051 1133.03340.67-.008250              3              0                    P 25      4956631013 5 5 1 8    98.0  102.0
 55 5950.340436 8.077E-30 3.939E-03.04830.051 1046.02830.67-.008194              3              0                    P 24      4956631013 5 5 1 8    94.0   98.0
 55 5955.890185 1.175E-29 3.993E-03.04900.052  962.47970.67-.008136              3              0                    P 23      4956631013 5 5 1 8    90.0   94.0
 55 5961.351831 1.676E-29 4.048E-03.04960.053  882.39040.67-.008077              3              0                    P 22      4956631013 5 5 1 8    86.0   90.0
 55 5966.725254 2.347E-29 4.105E-03.05030.053  805.76340.67-.008016              3              0                    P 21      4956631013 5 5 1 8    82.0   86.0
 55 5972.010332 3.226E-29 4.163E-03.05100.054  732.60120.67-.007953              3              0                    P 20      4956631013 5 5 1 8    78.0   82.0
 52 5975.081249 1.178E-31 3.598E-03.03900.041 3301.16330.67-.009078              3              0                    P 42      4756631013 5 5 1 8   166.0  170.0
 55 5977.206946 4.349E-29 4.222E-03.05170.055  662.90630.67-.007887              3              0                    P 19      4956631013 5 5 1 8    74.0   78.0
 55 5982.314975 5.749E-29 4.283E-03.05240.056  596.68130.68-.007818              3              0                    P 18      4956631013 5 5 1 8    70.0   74.0
 52 5982.665939 2.438E-31 3.645E-03.03950.042 3148.42730.67-.009033              3              0                    P 41      4756631013 5 5 1 8   162.0  166.0
 53 5986.960147 1.844E-31 3.699E-03.04030.043 2842.84040.67-.008944              3              0                    P 39      4756631013 5 5 1 8    77.0   79.0
 55 5987.334297 7.447E-29 4.345E-03.05310.057  533.92830.69-.007745              3              0                    P 17      4956631013 5 5 1 8    66.0   70.0
 56 5989.937306 1.573E-31 3.949E-03.04540.048 1552.76660.67-.008462              3              0                    P 29      4756631013 5 5 1 8   684.0  708.0
