 52 2000.052524 1.353E-29 4.415E+01.05690.062 4448.30300.74-.002736              3              2                    P 12      47566310 8 5 5 1 8    46.0   50.0
 52 2000.299233 6.082E-26 2.909E+01.05240.056 2718.40480.68-.002828              2              1                    P 18      47566310 8 5 5 1 8    70.0   74.0
 53 2000.420496 2.834E-30 4.426E+01.05770.063 4396.32370.75-.002699              3              2                    P 11      47566310 8 5 5 1 8    21.0   23.0
 53 2000.888068 1.443E-26 2.910E+01.05310.057 2646.90500.69-.002822              2              1                    P 17      47566310 8 5 5 1 8    33.0   35.0
 54 2001.237787 4.963E-28 2.928E+01.04960.053 3054.50980.67-.002831              2              1                    P 22      47562310 8 5 5 1 8   258.0  270.0
 54 2001.901465 1.756E-31 4.424E+01.05380.058 4706.90500.70-.002814              3              2                    P 16      47566310 8 5 5 1 8   186.0  198.0
 55 2002.025840 6.482E-28 3.070E+01.06510.071 2095.62510.74-.002148              2              1                    P  5      47566310 8 5 5 1 8    18.0   22.0
 51 2002.114976 1.322E-25 2.960E+01.04650.049 3579.97510.67-.002819              2              1                    P 27      47562310 8 5 5 1 8    53.0   55.0
 56 2003.085572 1.006E-28 2.934E+01.05770.063 2302.48610.75-.002699              2              1                    P 11      47566310 8 5 5 1 8   252.0  276.0
 56 2003.442808 3.955E-25 1.446E+01.05310.057  547.05940.69-.002822              1              0                    P 17      47566310 8 5 5 1 8   396.0  420.0
 52 2003.514971 1.553E-22 1.455E+01.04900.052 1012.85700.67-.002829              1              0                    P 23      47562310 8 5 5 1 8    90.0   94.0
 55 2003.631358 6.185E-24 1.453E+01.05770.063  230.43790.75-.002699              1              0                    P 11      47566310 8 5 5 1 8    42.0   46.0
 51 2003.667980 1.518E-22 1.482E+01.04380.046 2023.37150.67-.002810              1              0                    P 32      47562310 8 5 5 1 8    63.0   65.0
 54 2003.735223 8.901E-25 1.466E+01.04650.049 1413.39470.67-.002819              1              0                    P 27      47562310 8 5 5 1 8   318.0  330.0
 51 2003.977306 8.196E-29 4.465E+01.05030.053 5130.79260.67-.002832              3              2                    P 21      47566310 8 5 5 1 8    41.0   43.0
 52 2004.013991 1.533E-29 4.459E+01.05770.063 4405.01550.75-.002699              3              2                    P 11      47566310 8 5 5 1 8    42.0   46.0
 53 2004.280391 4.042E-23 1.455E+01.04960.053  925.05570.67-.002831              1              0                    P 22      47562310 8 5 5 1 8    43.0   45.0
 53 2004.335306 3.128E-30 4.474E+01.05860.064 4356.78730.75-.002651              3              2                    P 10      47566310 8 5 5 1 8    19.0   21.0
 52 2004.478058 7.912E-26 2.932E+01.05310.057 2652.95710.69-.002822              2              1                    P 17      47566310 8 5 5 1 8    66.0   70.0
 53 2005.019811 1.836E-26 2.934E+01.05380.058 2585.31370.70-.002814              2              1                    P 16      47566310 8 5 5 1 8    31.0   33.0
 55 2005.608309 5.651E-28 3.175E+01.06770.074 2078.31500.74-.001961              2              1                    P  4      47566310 8 5 5 1 8    14.0   18.0
 54 2005.627126 7.054E-28 2.950E+01.05030.053 2973.04400.67-.002832              2              1                    P 21      47562310 8 5 5 1 8   246.0  258.0
 54 2006.070462 2.195E-31 4.461E+01.05450.059 4648.11130.71-.002803              3              2                    P 15      47566310 8 5 5 1 8   174.0  186.0
 51 2006.783603 2.098E-25 2.982E+01.04710.050 3477.58510.67-.002822              2              1                    P 26      47562310 8 5 5 1 8    51.0   53.0
 56 2006.940159 1.108E-28 2.965E+01.05860.064 2263.49320.75-.002651              2              1                    P 10      47566310 8 5 5 1 8   228.0  252.0
 55 2007.420465 6.789E-24 1.468E+01.05860.064  192.04380.75-.002651              1              0                    P 10      47566310 8 5 5 1 8    38.0   42.0
 56 2007.507092 5.011E-25 1.457E+01.05380.058  486.32410.70-.002814              1              0                    P 16      47566310 8 5 5 1 8   372.0  396.0
 52 2007.876718 2.243E-22 1.466E+01.04960.053  928.58230.67-.002831              1              0                    P 22      47562310 8 5 5 1 8    86.0   90.0
 52 2007.944221 1.694E-29 4.506E+01.05860.064 4365.32960.75-.002651              3              2                    P 10      47566310 8 5 5 1 8    38.0   42.0
 53 2008.218922 3.359E-30 4.526E+01.05950.065 4320.84040.75-.002591              3              2                    P  9      47566310 8 5 5 1 8    17.0   19.0
 54 2008.309990 1.401E-24 1.477E+01.04710.050 1312.65800.67-.002822              1              0                    P 26      47562310 8 5 5 1 8   306.0  318.0
 51 2008.421529 1.149E-28 4.499E+01.05100.054 5051.74320.67-.002832              3              2                    P 20      47566310 8 5 5 1 8    39.0   41.0
 51 2008.525447 2.669E-22 1.493E+01.04430.047 1901.13080.67-.002811              1              0                    P 31      47562310 8 5 5 1 8    61.0   63.0
 53 2008.594700 5.712E-23 1.466E+01.05030.053  844.72880.67-.002832              1              0                    P 21      47562310 8 5 5 1 8    41.0   43.0
 52 2008.626448 1.008E-25 2.955E+01.05380.058 2591.13210.70-.002814              2              1                    P 16      47566310 8 5 5 1 8    62.0   66.0
 53 2009.121157 2.286E-26 2.958E+01.05450.059 2527.33370.71-.002803              2              1                    P 15      47566310 8 5 5 1 8    29.0   31.0
 55 2009.160967 4.542E-28 3.352E+01.07120.077 2064.46620.74-.001726              2              1                    P  3      47566310 8 5 5 1 8    10.0   14.0
 54 2009.985708 9.825E-28 2.972E+01.05100.054 2895.26020.67-.002832              2              1                    P 20      47566310 8 5 5 1 8   234.0  246.0
 54 2010.207870 2.683E-31 4.499E+01.05530.059 4592.98140.72-.002787              3              2                    P 14      47566310 8 5 5 1 8   162.0  174.0
 56 2010.764595 1.187E-28 3.000E+01.05950.065 2228.04070.75-.002591              2              1                    P  9      47566310 8 5 5 1 8   204.0  228.0
 55 2011.180486 7.254E-24 1.485E+01.05950.065  157.13580.75-.002591              1              0                    P  9      47566310 8 5 5 1 8    34.0   38.0
 51 2011.421036 3.266E-25 3.005E+01.04770.051 3378.95370.67-.002824              2              1                    P 25      47562310 8 5 5 1 8    49.0   51.0
 56 2011.541986 6.215E-25 1.469E+01.05450.059  429.15010.71-.002803              1              0                    P 15      47566310 8 5 5 1 8   348.0  372.0
 52 2011.843081 1.820E-29 4.559E+01.05950.065 4329.24690.75-.002591              3              2                    P  9      47566310 8 5 5 1 8    34.0   38.0
 53 2012.071210 3.501E-30 4.586E+01.06060.066 4288.48450.75-.002514              3              2                    P  8      47566310 8 5 5 1 8    15.0   17.0
 52 2012.208699 3.175E-22 1.477E+01.05030.053  847.94970.67-.002832              1              0                    P 21      47562310 8 5 5 1 8    82.0   86.0
 55 2012.683693 3.191E-28 3.745E+01.07570.081 2054.07920.75-.001431              2              1                    P  2      47566310 8 5 5 1 8     6.0   10.0
 52 2012.744270 1.256E-25 2.980E+01.05450.059 2532.93210.71-.002803              2              1                    P 15      47566310 8 5 5 1 8    58.0   62.0
 51 2012.833683 1.577E-28 4.534E+01.05170.055 4976.43800.67-.002831              3              2                    P 19      47566310 8 5 5 1 8    37.0   39.0
 54 2012.854693 2.164E-24 1.488E+01.04770.051 1215.62040.67-.002824              1              0                    P 25      47562310 8 5 5 1 8   294.0  306.0
 53 2012.879274 7.914E-23 1.477E+01.05100.054  768.03310.67-.002832              1              0                    P 20      47566310 8 5 5 1 8    39.0   41.0
 53 2013.191971 2.785E-26 2.983E+01.05530.059 2472.96720.72-.002787              2              1                    P 14      47566310 8 5 5 1 8    27.0   29.0
 51 2013.352445 4.604E-22 1.505E+01.04480.047 1782.66240.67-.002813              1              0                    P 30      47562310 8 5 5 1 8    59.0   61.0
 54 2014.313394 1.341E-27 2.995E+01.05170.055 2821.16140.67-.002831              2              1                    P 19      47566310 8 5 5 1 8   222.0  234.0
 54 2014.313550 3.206E-31 4.539E+01.05610.060 4541.51740.73-.002765              3              2                    P 13      47566310 8 5 5 1 8   150.0  162.0
 56 2014.558751 1.234E-28 3.039E+01.06060.066 2196.12990.75-.002514              2              1                    P  8      47566310 8 5 5 1 8   180.0  204.0
 55 2014.911300 7.527E-24 1.504E+01.06060.066  125.71520.75-.002514              1              0                    P  8      47566310 8 5 5 1 8    30.0   34.0
 56 2015.547362 7.543E-25 1.481E+01.05530.059  375.53980.72-.002787              1              0                    P 14      47566310 8 5 5 1 8   324.0  348.0
 52 2015.710437 1.898E-29 4.619E+01.06060.066 4296.76860.75-.002514              3              2                    P  8      47566310 8 5 5 1 8    30.0   34.0
 53 2015.892039 3.530E-30 4.656E+01.06180.068 4259.72060.75-.002418              3              2                    P  7      47566310 8 5 5 1 8    13.0   15.0
 51 2016.027127 4.982E-25 3.027E+01.04830.051 3284.08460.67-.002827              2              1                    P 24      47562310 8 5 5 1 8    47.0   49.0
 55 2016.176366 1.653E-28 5.647E+01.08030.087 2047.15430.76-.001060              2              1                    P  1      47566310 8 5 5 1 8     2.0    6.0
 52 2016.510778 4.404E-22 1.488E+01.05100.054  770.96190.67-.002832              1              0                    P 20      47566310 8 5 5 1 8    78.0   82.0
 52 2016.831388 1.531E-25 3.005E+01.05530.059 2478.35910.72-.002787              2              1                    P 14      47566310 8 5 5 1 8    54.0   58.0
 53 2017.133979 1.075E-22 1.488E+01.05170.055  694.97140.67-.002831              1              0                    P 19      47566310 8 5 5 1 8    37.0   39.0
 51 2017.213622 2.119E-28 4.570E+01.05240.056 4904.87990.68-.002828              3              2                    P 18      47566310 8 5 5 1 8    35.0   37.0
 53 2017.232122 3.316E-26 3.010E+01.05610.060 2422.21600.73-.002765              2              1                    P 13      47566310 8 5 5 1 8    25.0   27.0
 54 2017.369193 3.277E-24 1.499E+01.04830.051 1122.28540.67-.002827              1              0                    P 24      47562310 8 5 5 1 8   282.0  294.0
 51 2018.148829 7.789E-22 1.516E+01.04540.048 1667.97090.67-.002815              1              0                    P 29      47562310 8 5 5 1 8    57.0   59.0
 56 2018.322502 1.242E-28 3.086E+01.06180.068 2167.76180.75-.002418              2              1                    P  7      47566310 8 5 5 1 8   156.0  180.0
