 61  500.067045 1.954E-30 8.381E-07.04800.061 2634.83660.61-.001000    0 1 0 0 1E     0 0 0 1 1F2   17F1 14        16F2  3     333333574732 3 3 3   105.0   99.0
 61  500.095416 3.294E-32 5.975E-07.04800.067 3335.88820.63-.001000    0 0 1 0 1F2    0 0 0 2 1F2   12F2 50        12F1  3     334332453638 7 1 7    75.0   75.0
 61  500.108334 5.641E-34 1.558E-08.04800.065 3422.34350.62-.001000    0 2 0 0 1E     0 0 0 2 1F2   12F2 60        13F1  3     334332453638 7 1 7    75.0   81.0
 61  500.115719 2.686E-31 1.570E-06.05600.073 3046.41280.65-.001000    0 2 0 0 1A1    0 0 0 2 1A1    9F1 42         9F2  5     434332453638 7 1 7    57.0   57.0
 61  500.129670 1.581E-31 9.311E-07.05600.073 3047.97090.65-.001000    0 2 0 0 1E     0 0 0 2 1A1    9F2 40         9F1  6     434332453638 7 1 7    57.0   57.0
 61  500.163189 2.073E-32 1.839E-07.05300.070 3152.81470.64-.001000    0 2 0 0 1E     0 0 0 2 1A1   10F1 43        10F2  7     434332453638 7 1 7    63.0   63.0
 61  500.164454 1.163E-31 4.943E-07.05600.074 2957.95390.69-.001000    0 2 0 0 1E     0 0 0 2 1A1    8F1 38         8F2  6     334332453638 7 1 7    51.0   51.0
 61  500.182353 1.387E-31 2.624E-07.06200.077 2736.22170.72-.001000    0 0 1 0 1F2    0 0 0 2 1F2    6F1 22         5F2  2     434332453638 7 1 7    39.0   33.0
 61  500.192266 1.167E-30 7.344E-06.05000.074 2955.26290.69-.001000    0 2 0 0 1E     0 0 0 2 1A1    8E  26         8E   3     334332453638 7 1 7    34.0   34.0
 61  500.197772 7.649E-30 5.045E-05.04900.068 3232.79050.64-.001000    1 0 0 0 1A1    0 0 0 2 1F2   12A2 13        11A1  2     334332453638 7 1 7   125.0  115.0
 61  500.201738 2.257E-30 9.472E-06.05600.074 2955.33230.69-.001000    0 2 0 0 1E     0 0 0 2 1A1    8F2 39         8F1  4     434332453638 7 1 7    51.0   51.0
 61  500.204134 2.015E-30 8.641E-07.04800.061 2634.69900.61-.001000    0 1 0 0 1E     0 0 0 1 1F2   17F2 14        16F1  2     333333574732 3 3 3   105.0   99.0
 61  500.208072 3.009E-31 5.837E-07.06200.077 2741.38920.72-.001000    0 0 1 0 1F2    0 0 0 2 1A1    6F2 27         5F1  4     434332453638 7 1 7    39.0   33.0
 61  500.243363 6.612E-34 1.157E-08.04800.068 3328.39940.64-.001000    0 0 1 0 1F2    0 0 0 2 1F2   12F2 47        11F1 12     434332453638 7 1 7    75.0   69.0
 61  500.275197 2.663E-31 1.539E-06.05000.070 3169.70730.64-.001001    0 2 0 0 1E     0 0 0 2 1F2   10A2 16        10A1  4     434332453638 7 1 7   105.0  105.0
 61  500.294005 8.349E-32 2.163E-07.05300.075 2961.14890.70-.001001    0 2 0 0 1E     0 0 0 2 1F2    8A1 15         7A2  4     334332453638 7 1 7    85.0   75.0
 61  500.313472 7.967E-33 1.215E-07.05300.068 3282.91990.64-.001001    0 2 0 0 1E     0 0 0 2 1F2   11F2 52        11F1 10     434332453638 7 1 7    69.0   69.0
 61  500.314764 1.942E-32 5.099E-07.04800.067 3411.82740.63-.001001    0 2 0 0 1E     0 0 0 2 1F2   12F1 55        12F2 12     434332453638 7 1 7    75.0   75.0
 61  500.345479 5.235E-32 1.015E-07.06200.077 2741.20240.72-.001001    0 0 1 0 1F2    0 0 0 2 1A1    6F1 25         5F2  3     434332453638 7 1 7    39.0   33.0
 61  500.365264 7.690E-31 3.253E-06.05600.074 2956.82320.69-.001001    0 2 0 0 1E     0 0 0 2 1A1    8F2 40         8F1  5     434332453638 7 1 7    51.0   51.0
 61  500.366026 2.981E-32 4.355E-07.04900.068 3396.27290.64-.001001    0 2 0 0 1E     0 0 0 2 1E    12A2 17        11A1  5     454332453638 7 1 7   125.0  115.0
 61  500.373928 3.159E-35 8.218E-10.04800.068 3409.87430.64-.001001    0 2 0 0 1E     0 0 0 2 1E    12F2 57        11F1 18     434332453638 7 1 7    75.0   69.0
 61  500.409910 5.084E-33 5.339E-08.04900.068 3328.32520.64-.001001    0 0 1 0 1F2    0 0 0 2 1F2   12A2 15        11A1  3     434332453638 7 1 7   125.0  115.0
 61  500.410970 2.071E-31 5.190E-07.06500.081 2597.34200.68-.001001    0 2 0 0 1E     0 0 0 2 1A1    2F2 13         1F1  1     434332453638 7 1 7    15.0    9.0
 61  500.412708 1.848E-31 1.081E-06.05600.073 3046.37010.65-.001001    0 2 0 0 1E     0 0 0 2 1A1    9F2 39         9F1  5     434332453638 7 1 7    57.0   57.0
 61  500.451688 4.260E-30 1.073E-05.05300.074 2955.28690.69-.001001    0 2 0 0 1E     0 0 0 2 1A1    8A2 12         8A1  2     334332453638 7 1 7    85.0   85.0
 61  500.481372 7.432E-32 1.441E-07.06200.077 2741.11570.72-.001001    0 0 1 0 1F2    0 0 0 2 1A1    6F2 27         5F1  3     434332453638 7 1 7    39.0   33.0
 61  500.483966 6.699E-32 2.019E-07.05600.078 2672.79610.72-.001001    0 2 0 0 1E     0 0 0 2 1F2    4E  14         4E   1     354332453638 7 1 7    18.0   18.0
 61  500.547397 5.622E-34 1.021E-08.04800.067 3335.90040.63-.001001    0 0 1 0 1F2    0 0 0 2 1F2   12F1 49        12F2  4     334332453638 7 1 7    75.0   75.0
 61  500.548158 3.124E-30 9.651E-06.05600.075 2892.05350.70-.001001    0 0 1 0 1F2    0 0 0 2 1E     8F1 30         7F2  7     434332453638 7 1 7    51.0   45.0
 61  500.550886 1.277E-30 2.746E-06.06500.078 2727.96800.72-.001001    0 2 0 0 1E     0 0 0 2 1F2    5F1 27         4F2  5     334332453638 7 1 7    33.0   27.0
 61  500.555514 1.220E-32 4.567E-08.05500.078 2792.96440.70-.001001    0 2 0 0 1E     0 0 0 2 1F2    6E  20         6E   2     354332453638 7 1 7    26.0   26.0
 61  500.565245 5.183E-34 9.417E-09.04800.067 3335.88820.63-.001001    0 0 1 0 1F2    0 0 0 2 1F2   12F2 51        12F1  3     334332453638 7 1 7    75.0   75.0
 61  500.578761 3.154E-31 1.376E-06.05600.073 2985.86690.65-.001001    0 0 1 0 1F2    0 0 0 2 1F2    9F2 35         9F1  2     434332453638 7 1 7    57.0   57.0
 61  500.628477 2.219E-30 6.861E-06.05600.075 2892.16530.70-.001001    0 0 1 0 1F2    0 0 0 2 1E     8F2 32         7F1  7     434332453638 7 1 7    51.0   45.0
 61  500.667959 7.341E-35 1.911E-09.04800.068 3409.81030.64-.001001    0 2 0 0 1E     0 0 0 2 1E    12F1 54        11F2 17     434332453638 7 1 7    75.0   69.0
