 61  898.852643 1.790E-29 1.966E-03.04100.055 3628.24340.57-.001798    0 0 0 1 1F2    0 0 0 0 1A1   25F1  3        26F2  5     333333574732 3 3 3   153.0  159.0
 61  899.011394 3.284E-30 3.612E-04.04100.055 3628.43800.57-.001798    0 0 0 1 1F2    0 0 0 0 1A1   25F2  4        26F1  4     333333574732 3 3 3   153.0  159.0
 61  899.192716 4.177E-30 4.592E-04.04100.055 3628.24340.57-.001798    0 0 0 1 1F2    0 0 0 0 1A1   25F1  4        26F2  5     333333574732 3 3 3   153.0  159.0
 61  899.552402 3.526E-29 2.321E-03.04100.055 3627.65330.57-.001799    0 0 0 1 1F2    0 0 0 0 1A1   25A1  1        26A2  2     333333574732 3 3 3   255.0  265.0
 61  899.559503 1.545E-30 2.539E-04.04100.055 3627.36400.57-.001799    0 0 0 1 1F2    0 0 0 0 1A1   25E   2        26E   3     333333574732 3 3 3   102.0  106.0
 61  899.625883 1.684E-30 1.865E-04.04100.055 3629.58910.57-.001799    0 0 0 1 1F2    0 0 0 0 1A1   25F1  6        26F2  6     333333574732 3 3 3   153.0  159.0
 61  899.658022 4.056E-30 4.446E-04.04100.055 3627.43800.57-.001799    0 0 0 1 1F2    0 0 0 0 1A1   25F1  3        26F2  4     333333574732 3 3 3   153.0  159.0
 61  899.672488 2.133E-30 2.347E-04.04100.055 3628.24340.57-.001799    0 0 0 1 1F2    0 0 0 0 1A1   25F1  5        26F2  5     333333574732 3 3 3   153.0  159.0
 61  899.927354 5.743E-30 6.262E-04.04100.055 3626.22750.57-.001800    0 0 0 1 1F2    0 0 0 0 1A1   25F2  1        26F1  3     333333574732 3 3 3   153.0  159.0
 61  899.945785 1.491E-29 1.625E-03.04100.055 3626.18040.57-.001800    0 0 0 1 1F2    0 0 0 0 1A1   25F1  1        26F2  3     333333574732 3 3 3   153.0  159.0
 61  899.998095 2.795E-30 3.066E-04.04100.055 3627.43800.57-.001800    0 0 0 1 1F2    0 0 0 0 1A1   25F1  4        26F2  4     333333574732 3 3 3   153.0  159.0
 61  900.067821 3.924E-28 0.000E+00.05980.075  814.64620.75-.001800                                                            44443276645217 1 7     0.0    0.0
 61  900.097954 2.164E-28 0.000E+00.05980.075  814.64620.75-.001800                                                            44443276645217 1 7     0.0    0.0
 61  900.142211 2.867E-28 0.000E+00.05980.075  814.64620.75-.001800                                                            44443276645217 1 7     0.0    0.0
 61  900.146919 3.049E-28 0.000E+00.05980.075  814.64620.75-.001800                                                            44443276645217 1 7     0.0    0.0
 61  900.212065 2.094E-28 0.000E+00.05980.075  814.64620.75-.001800                                                            44443276645217 1 7     0.0    0.0
 61  900.278718 5.604E-29 3.695E-03.04100.055 3627.65330.57-.001801    0 0 0 1 1F2    0 0 0 0 1A1   25A1  2        26A2  2     333333574732 3 3 3   255.0  265.0
 61  900.373853 3.636E-28 0.000E+00.05980.075  814.64620.75-.001801                                                            44443276645217 1 7     0.0    0.0
 61  900.477867 3.087E-29 3.390E-03.04100.055 3627.43800.57-.001801    0 0 0 1 1F2    0 0 0 0 1A1   25F1  5        26F2  4     333333574732 3 3 3   153.0  159.0
 61  900.527339 1.976E-28 0.000E+00.05980.075  814.64620.75-.001801                                                            44443276645217 1 7     0.0    0.0
 61  900.543118 2.160E-29 3.557E-03.04100.055 3627.36400.57-.001801    0 0 0 1 1F2    0 0 0 0 1A1   25E   3        26E   3     333333574732 3 3 3   102.0  106.0
 61  900.614912 4.929E-28 0.000E+00.05980.075  814.64620.75-.001801                                                            44443276645217 1 7     0.0    0.0
 61  900.619620 3.961E-28 0.000E+00.05980.075  814.64620.75-.001801                                                            44443276645217 1 7     0.0    0.0
 61  900.681259 5.030E-30 5.493E-04.04100.055 3626.22750.57-.001801    0 0 0 1 1F2    0 0 0 0 1A1   25F2  2        26F1  3     333333574732 3 3 3   153.0  159.0
 61  900.749565 3.168E-28 0.000E+00.05980.075  814.64620.75-.001801                                                            44443276645217 1 7     0.0    0.0
 61  900.820188 7.022E-28 0.000E+00.05980.075  814.64620.75-.001802                                                            44443276645217 1 7     0.0    0.0
 61  900.831788 1.143E-30 1.249E-04.04100.055 3626.22750.57-.001802    0 0 0 1 1F2    0 0 0 0 1A1   25F2  3        26F1  3     333333574732 3 3 3   153.0  159.0
 61  900.855029 1.870E-28 0.000E+00.05980.075  814.64620.75-.001802                                                            44443276645217 1 7     0.0    0.0
 61  900.887044 2.057E-28 0.000E+00.05980.075  814.64620.75-.001802                                                            44443276645217 1 7     0.0    0.0
 61  900.915672 1.502E-30 1.641E-04.04100.055 3626.18040.57-.001802    0 0 0 1 1F2    0 0 0 0 1A1   25F1  3        26F2  3     333333574732 3 3 3   153.0  159.0
 61  901.035481 4.678E-28 0.000E+00.05980.075  814.64620.75-.001802                                                            44443276645217 1 7     0.0    0.0
 61  901.059363 2.527E-28 0.000E+00.05980.075  814.64620.75-.001802                                                            44443276645217 1 7     0.0    0.0
 63  901.356309 3.356E-28 1.537E-03.03760.059 1194.02620.75-.001730             V6         GROUND 14 12  E       15 14  E      335333362528 1 1 1   348.0  372.0
 61  901.436018 2.858E-28 0.000E+00.05980.075  814.64620.75-.001803                                                            44443276645217 1 7     0.0    0.0
