 6113063.258358 4.656E-28 0.000E+00.05980.075    0.00000.75-.026127                                                            34443290785217 1 7     0.0    0.0
 6113063.348772 9.129E-28 0.000E+00.05980.075    0.00000.75-.026127                                                            34443290785217 1 7     0.0    0.0
 6113063.449410 1.350E-27 0.000E+00.05980.075    0.00000.75-.026127                                                            34443290785217 1 7     0.0    0.0
 6113063.583787 1.309E-27 0.000E+00.05980.075    0.00000.75-.026127                                                            34443290785217 1 7     0.0    0.0
 6113063.667944 4.564E-27 0.000E+00.05980.075    0.00000.75-.026127                                                            34443290785217 1 7     0.0    0.0
 6113063.771792 1.902E-27 0.000E+00.05980.075    0.00000.75-.026128                                                            34443290785217 1 7     0.0    0.0
 6113064.014909 3.723E-27 0.000E+00.05980.075    0.00000.75-.026128                                                            34443290785217 1 7     0.0    0.0
 6113064.188185 2.084E-27 0.000E+00.05980.075    0.00000.75-.026128                                                            34443290785217 1 7     0.0    0.0
 6113064.320623 5.393E-27 0.000E+00.05980.075    0.00000.75-.026129                                                            35443290785217 1 7     0.0    0.0
 6113064.423959 8.811E-28 0.000E+00.05980.075    0.00000.75-.026129                                                            34443290785217 1 7     0.0    0.0
 6113064.506547 2.131E-27 0.000E+00.05980.075    0.00000.75-.026129                                                            34443290785217 1 7     0.0    0.0
 6113064.612308 1.233E-27 0.000E+00.05980.075    0.00000.75-.026129                                                            34443290785217 1 7     0.0    0.0
 6113064.711539 2.418E-27 0.000E+00.05980.075    0.00000.75-.026129                                                            34443290785217 1 7     0.0    0.0
 6113064.779979 1.231E-27 0.000E+00.05980.075    0.00000.75-.026130                                                            34443290785217 1 7     0.0    0.0
 6113064.945507 5.025E-27 0.000E+00.05980.075    0.00000.75-.026130                                                            35443290785217 1 7     0.0    0.0
 6113065.064938 6.003E-28 0.000E+00.05980.075    0.00000.75-.026130                                                            34443290785217 1 7     0.0    0.0
 6113065.237824 3.123E-27 0.000E+00.05980.075    0.00000.75-.026130                                                            34443290785217 1 7     0.0    0.0
 6113065.411589 3.278E-27 0.000E+00.05980.075    0.00000.75-.026131                                                            34443290785217 1 7     0.0    0.0
 6113065.549576 6.045E-27 0.000E+00.05980.075    0.00000.75-.026131                                                            35443290785217 1 7     0.0    0.0
 6113065.652825 2.534E-27 0.000E+00.05980.075    0.00000.75-.026131                                                            34443290785217 1 7     0.0    0.0
 6113065.725967 4.539E-27 0.000E+00.05980.075    0.00000.75-.026131                                                            34443290785217 1 7     0.0    0.0
 6113065.861846 5.472E-28 0.000E+00.05980.075    0.00000.75-.026132                                                            34443290785217 1 7     0.0    0.0
 6113065.994705 2.000E-27 0.000E+00.05980.075    0.00000.75-.026132                                                            34443290785217 1 7     0.0    0.0
 6113066.086970 8.140E-27 0.000E+00.05980.075    0.00000.75-.026132                                                            35443290785217 1 7     0.0    0.0
 6113066.228598 4.978E-27 0.000E+00.05980.075    0.00000.75-.026132                                                            34443290785217 1 7     0.0    0.0
 6113066.319284 4.656E-27 0.000E+00.05980.075    0.00000.75-.026133                                                            34443290785217 1 7     0.0    0.0
 6113066.406355 5.663E-28 0.000E+00.05980.075    0.00000.75-.026133                                                            34443290785217 1 7     0.0    0.0
 6113066.488933 3.340E-27 0.000E+00.05980.075    0.00000.75-.026133                                                            34443290785217 1 7     0.0    0.0
 6113066.589004 1.959E-27 0.000E+00.05980.075    0.00000.75-.026133                                                            34443290785217 1 7     0.0    0.0
 6113066.684935 3.563E-27 0.000E+00.05980.075    0.00000.75-.026133                                                            34443290785217 1 7     0.0    0.0
 6113066.743416 3.110E-27 0.000E+00.05980.075    0.00000.75-.026133                                                            34443290785217 1 7     0.0    0.0
 6113066.792969 9.665E-28 0.000E+00.05980.075    0.00000.75-.026134                                                            34443290785217 1 7     0.0    0.0
 6113066.964425 3.229E-27 0.000E+00.05980.075    0.00000.75-.026134                                                            34443290785217 1 7     0.0    0.0
 6113067.044880 1.711E-27 0.000E+00.05980.075    0.00000.75-.026134                                                            34443290785217 1 7     0.0    0.0
 6113067.107778 1.058E-27 0.000E+00.05980.075    0.00000.75-.026134                                                            34443290785217 1 7     0.0    0.0
 6113067.223951 1.805E-27 0.000E+00.05980.075    0.00000.75-.026134                                                            34443290785217 1 7     0.0    0.0
 6113067.296026 2.551E-27 0.000E+00.05980.075    0.00000.75-.026135                                                            34443290785217 1 7     0.0    0.0
 6113067.420315 1.250E-27 0.000E+00.05980.075    0.00000.75-.026135                                                            34443290785217 1 7     0.0    0.0
 6113067.495583 4.936E-28 0.000E+00.05980.075    0.00000.75-.026135                                                            34443290785217 1 7     0.0    0.0
 6113067.561085 1.418E-27 0.000E+00.05980.075    0.00000.75-.026135                                                            34443290785217 1 7     0.0    0.0
 6113067.612437 2.808E-27 0.000E+00.05980.075    0.00000.75-.026135                                                            34443290785217 1 7     0.0    0.0
 6113067.716554 1.137E-27 0.000E+00.05980.075    0.00000.75-.026135                                                            34443290785217 1 7     0.0    0.0
 6113067.843191 1.006E-27 0.000E+00.05980.075    0.00000.75-.026136                                                            34443290785217 1 7     0.0    0.0
 6113067.883606 3.793E-27 0.000E+00.05980.075    0.00000.75-.026136                                                            34443290785217 1 7     0.0    0.0
 6113068.003262 6.088E-28 0.000E+00.05980.075    0.00000.75-.026136                                                            34443290785217 1 7     0.0    0.0
 6113068.245771 2.524E-27 0.000E+00.05980.075    0.00000.75-.026136                                                            34443290785217 1 7     0.0    0.0
 6113068.299874 1.804E-27 0.000E+00.05980.075    0.00000.75-.026137                                                            34443290785217 1 7     0.0    0.0
 6113068.489073 6.861E-28 0.000E+00.05980.075    0.00000.75-.026137                                                            34443290785217 1 7     0.0    0.0
 6113068.558456 3.714E-27 0.000E+00.05980.075    0.00000.75-.026137                                                            34443290785217 1 7     0.0    0.0
 6113068.649204 2.751E-27 0.000E+00.05980.075    0.00000.75-.026137                                                            34443290785217 1 7     0.0    0.0
 6113068.717565 4.892E-28 0.000E+00.05980.075    0.00000.75-.026137                                                            34443290785217 1 7     0.0    0.0
 6113068.791561 1.412E-27 0.000E+00.05980.075    0.00000.75-.026138                                                            34443290785217 1 7     0.0    0.0
 6113068.879905 1.073E-27 0.000E+00.05980.075    0.00000.75-.026138                                                            34443290785217 1 7     0.0    0.0
 6113068.952653 4.089E-28 0.000E+00.05980.075    0.00000.75-.026138                                                            34443290785217 1 7     0.0    0.0
 6113069.047747 3.724E-27 0.000E+00.05980.075    0.00000.75-.026138                                                            34443290785217 1 7     0.0    0.0
 6113069.134835 8.513E-27 0.000E+00.05980.075    0.00000.75-.026138                                                            35443290785217 1 7     0.0    0.0
 6113069.226872 3.831E-27 0.000E+00.05980.075    0.00000.75-.026138                                                            34443290785217 1 7     0.0    0.0
 6113069.276546 8.794E-28 0.000E+00.05980.075    0.00000.75-.026139                                                            34443290785217 1 7     0.0    0.0
 6113069.455419 4.334E-28 0.000E+00.05980.075    0.00000.75-.026139                                                            34443290785217 1 7     0.0    0.0
 6113069.515304 5.474E-27 0.000E+00.05980.075    0.00000.75-.026139                                                            35443290785217 1 7     0.0    0.0
 6113069.608950 3.443E-27 0.000E+00.05980.075    0.00000.75-.026139                                                            34443290785217 1 7     0.0    0.0
 6113069.824189 4.350E-28 0.000E+00.05980.075    0.00000.75-.026140                                                            34443290785217 1 7     0.0    0.0
 6113070.011375 1.038E-27 0.000E+00.05980.075    0.00000.75-.026140                                                            34443290785217 1 7     0.0    0.0
 6113070.121917 1.325E-27 0.000E+00.05980.075    0.00000.75-.026140                                                            34443290785217 1 7     0.0    0.0
 6113070.178077 3.881E-27 0.000E+00.05980.075    0.00000.75-.026140                                                            34443290785217 1 7     0.0    0.0
 6113070.276420 2.428E-27 0.000E+00.05980.075    0.00000.75-.026141                                                            34443290785217 1 7     0.0    0.0
 6113070.343704 1.950E-27 0.000E+00.05980.075    0.00000.75-.026141                                                            34443290785217 1 7     0.0    0.0
 6113070.442984 9.590E-28 0.000E+00.05980.075    0.00000.75-.026141                                                            34443290785217 1 7     0.0    0.0
 6113070.576416 2.640E-27 0.000E+00.05980.075    0.00000.75-.026141                                                            34443290785217 1 7     0.0    0.0
 6113070.688553 3.804E-27 0.000E+00.05980.075    0.00000.75-.026141                                                            34443290785217 1 7     0.0    0.0
 6113070.835272 4.870E-28 0.000E+00.05980.075    0.00000.75-.026142                                                            34443290785217 1 7     0.0    0.0
 6113070.912825 1.165E-27 0.000E+00.05980.075    0.00000.75-.026142                                                            34443290785217 1 7     0.0    0.0
 6113071.026644 1.612E-27 0.000E+00.05980.075    0.00000.75-.026142                                                            34443290785217 1 7     0.0    0.0
 6113071.108452 1.506E-27 0.000E+00.05980.075    0.00000.75-.026142                                                            34443290785217 1 7     0.0    0.0
 6113071.172433 1.772E-27 0.000E+00.05980.075    0.00000.75-.026142                                                            34443290785217 1 7     0.0    0.0
 6113071.219826 2.568E-27 0.000E+00.05980.075    0.00000.75-.026142                                                            34443290785217 1 7     0.0    0.0
 6113071.258180 5.742E-28 0.000E+00.05980.075    0.00000.75-.026143                                                            34443290785217 1 7     0.0    0.0
 6113071.317204 1.124E-27 0.000E+00.05980.075    0.00000.75-.026143                                                            34443290785217 1 7     0.0    0.0
 6113071.368513 4.332E-27 0.000E+00.05980.075    0.00000.75-.026143                                                            34443290785217 1 7     0.0    0.0
 6113071.415372 1.006E-27 0.000E+00.05980.075    0.00000.75-.026143                                                            34443290785217 1 7     0.0    0.0
 6113071.444456 9.850E-28 0.000E+00.05980.075    0.00000.75-.026143                                                            34443290785217 1 7     0.0    0.0
 6113071.575258 1.403E-27 0.000E+00.05980.075    0.00000.75-.026143                                                            34443290785217 1 7     0.0    0.0
