 43  650.010730 2.659E-27 1.572E-01.06320.066 2488.51750.69-.000519        0 1 1 0        0 0 0 0                    R 78e     3644431910 5 3 3 3   954.0  942.0
 44  650.011766 1.295E-28 8.604E-03.07070.086 2198.82890.81-.001156        1 2 2 0        0 3 3 0                    P 33f     3655431810 5 3 3 3   585.0  603.0
 44  650.030800 3.624E-27 7.480E-03.07330.092 1426.45970.74-.001197        1 1 1 0        0 2 2 0                    P 25e     3655431810 5 3 3 3   441.0  459.0
 44  650.035396 1.297E-28 8.615E-03.07070.086 2198.82810.81-.001156        1 2 2 0        0 3 3 0                    P 33e     3655431810 5 3 3 3   585.0  603.0
 44  650.095600 1.488E-27 6.594E-02.07450.094 2039.87930.73-.000946        2 0 0 0        1 1 1 0                    Q 22f     3655431810 5 3 3 3   405.0  405.0
 41  650.099370 1.969E-28 2.195E-01.06480.071 4213.60190.72-.000434        1 3 3 0        1 2 2 0                    R 64e     3545431410 5 3 3 3  1179.0 1161.0
 41  650.117300 4.601E-28 7.905E-03.06830.080 3266.20800.78-.001089        2 1 1 0        1 2 2 0                    P 43e     3655431410 5 3 3 3   765.0  783.0
 41  650.131920 1.405E-28 4.379E-03.06990.084 3351.78440.81-.001137        1 0 0 1        0 1 1 1                    P 36e     3655431410 5 3 3 3   639.0  657.0
 41  650.177150 3.876E-25 7.517E-02.06450.070 2438.88400.71-.000448        0 2 2 0        0 1 1 0                    R 66e     3645431410 5 3 3 3  1215.0 1197.0
 41  650.192670 2.048E-27 1.616E-01.06460.070 3671.93780.71-.000441        1 2 2 0        1 1 1 0                    R 65f     3645431410 5 3 3 3  1197.0 1179.0
 44  650.195800 1.541E-27 6.570E-02.07490.095 2022.49580.73-.000939        2 0 0 0        1 1 1 0                    Q 21f     3655431810 5 3 3 3   387.0  387.0
 44  650.197038 1.569E-28 9.751E-02.06350.067 2834.83920.69-.000503        0 2 2 0        0 1 1 0                    R 75e     3644431310 5 3 3 3  1377.0 1359.0
 44  650.261000 5.570E-28 4.481E-03.06890.082 1804.48850.79-.001109        1 1 1 0        0 2 0 0                    P 40e     3655431810 5 3 3 3   711.0  729.0
 41  650.272260 4.811E-26 1.603E-01.06480.071 3017.70730.72-.000434        1 1 1 0        1 0 0 0                    R 64e     3645431410 5 3 3 3  1179.0 1161.0
 45  650.290557 1.048E-28 4.611E-03.06920.083 1808.74320.79-.001116        1 1 1 0        0 2 2 0                    P 39e     3655431810 5 3 3 3  4158.0 4266.0
