 71 5036.164480 1.838E-43 1.169E-01.03150.034 9375.05640.63-.001056       b      0       a      0                O 32O 32     q54333251351613 6 6    61.0   65.0
 71 5050.471881 4.103E-43 1.171E-01.03190.037 9197.68630.63-.001137       b      0       a      0                O 30O 30     q54333251351613 6 6    57.0   61.0
 71 5064.584973 8.631E-43 1.174E-01.03420.038 9031.43070.63-.001027       b      0       a      0                O 28O 28     q54333251351613 6 6    53.0   57.0
 71 5078.503197 1.708E-42 1.176E-01.03620.039 8876.31850.63-.000967       b      0       a      0                O 26O 26     q54333251351613 6 6    49.0   53.0
 71 5092.225949 3.181E-42 1.179E-01.03850.042 8732.37690.58-.000958       b      0       a      0                O 24O 24     q54333251351613 6 6    45.0   49.0
