 71 2857.025838 2.362E-33 3.088E-10.03310.019 1803.17370.720.000000       X      2       X      0                O 35O 34     q552220493310 9 4 0    65.0   69.0
 71 2857.051018 2.411E-33 3.083E-10.03310.019 1804.87450.720.000000       X      2       X      0                O 35O 35     q552220493310 9 4 0    67.0   71.0
 71 2857.056928 2.511E-33 3.083E-10.03310.019 1802.59190.720.000000       X      2       X      0                O 35O 36     q552220493310 9 4 0    69.0   73.0
 71 2872.368197 5.980E-33 3.234E-10.03330.025 1606.34820.720.000000       X      2       X      0                O 33O 32     q552220493310 9 4 0    61.0   65.0
 71 2872.393506 6.113E-33 3.228E-10.03330.025 1608.06620.720.000000       X      2       X      0                O 33O 33     q552220493310 9 4 0    63.0   67.0
 71 2872.399504 6.377E-33 3.229E-10.03330.025 1605.80120.720.000000       X      2       X      0                O 33O 34     q552220493310 9 4 0    65.0   69.0
 71 2887.488384 1.427E-32 3.387E-10.03360.029 1420.76310.720.000000       X      2       X      0                O 31O 30     q552220493310 9 4 0    57.0   61.0
 71 2887.513835 1.462E-32 3.380E-10.03360.029 1422.49830.720.000000       X      2       X      0                O 31O 31     q552220493310 9 4 0    59.0   63.0
 71 2887.519928 1.528E-32 3.380E-10.03360.029 1420.25110.720.000000       X      2       X      0                O 31O 32     q552220493310 9 4 0    61.0   65.0
 71 2902.384520 3.209E-32 3.547E-10.03410.032 1246.44870.720.000000       X      2       X      0                O 29O 28     q552220493310 9 4 0    53.0   57.0
 71 2902.410126 3.294E-32 3.538E-10.03410.032 1248.20130.720.000000       X      2       X      0                O 29O 29     q552220493310 9 4 0    55.0   59.0
 71 2902.416328 3.451E-32 3.539E-10.03410.032 1245.97180.720.000000       X      2       X      0                O 29O 30     q552220493310 9 4 0    57.0   61.0
 71 2917.054727 6.792E-32 3.713E-10.03470.035 1083.43320.720.000000       X      2       X      0                O 27O 26     q552220493310 9 4 0    49.0   53.0
 71 2917.080506 6.989E-32 3.703E-10.03470.035 1085.20330.720.000000       X      2       X      0                O 27O 27     q552220493310 9 4 0    51.0   55.0
 71 2917.086831 7.343E-32 3.704E-10.03470.035 1082.99170.720.000000       X      2       X      0                O 27O 28     q552220493310 9 4 0    53.0   57.0
 71 2927.781744 1.147E-33 1.282E-09.03880.041 2095.24290.720.000000       X      3       X      1                O 19O 18     q552220493310 9 4 0    33.0   37.0
 71 2927.808150 1.198E-33 1.275E-09.03880.041 2097.08890.720.000000       X      3       X      1                O 19O 19     q552220493310 9 4 0    35.0   39.0
 71 2927.815673 1.281E-33 1.276E-09.03880.041 2094.94410.720.000000       X      3       X      1                O 19O 20     q552220493310 9 4 0    37.0   41.0
 71 2931.497127 1.352E-31 3.888E-10.03550.037  931.74320.720.000000       X      2       X      0                O 25O 24     q552220493310 9 4 0    45.0   49.0
 71 2931.523107 1.395E-31 3.875E-10.03550.037  933.53090.720.000000       X      2       X      0                O 25O 25     q552220493310 9 4 0    47.0   51.0
 71 2931.529572 1.470E-31 3.876E-10.03550.037  931.33720.720.000000       X      2       X      0                O 25O 26     q552220493310 9 4 0    49.0   53.0
 71 2941.159908 1.745E-33 1.345E-09.04040.042 1990.25170.720.000000       X      3       X      1                O 17O 16     q552220493310 9 4 0    29.0   33.0
 71 2941.186847 1.835E-33 1.335E-09.04040.042 1992.11650.720.000000       X      3       X      1                O 17O 17     q552220493310 9 4 0    31.0   35.0
 71 2941.194659 1.975E-33 1.336E-09.04040.042 1989.99040.720.000000       X      3       X      1                O 17O 18     q552220493310 9 4 0    33.0   37.0
 71 2943.567051 1.000E-33 1.479E-12.03640.039  793.20870.720.000000       X      2       X      0                O 23P 23     q552220493310 9 4 0    45.0   47.0
 71 2945.709840 2.527E-31 4.072E-10.03640.039  791.40310.720.000000       X      2       X      0                O 23O 22     q552220493310 9 4 0    41.0   45.0
 71 2945.736058 2.617E-31 4.056E-10.03640.039  793.20870.720.000000       X      2       X      0                O 23O 23     q552220493310 9 4 0    43.0   47.0
 71 2945.742692 2.768E-31 4.057E-10.03640.039  791.03310.720.000000       X      2       X      0                O 23O 24     q552220493310 9 4 0    45.0   49.0
 71 2947.541641 1.086E-33 1.671E-12.03640.039  791.40310.720.000000       X      2       X      0                O 23P 22     q552220493310 9 4 0    43.0   45.0
 71 2954.301704 2.469E-33 1.413E-09.04210.043 1896.56370.720.000000       X      3       X      1                O 15O 14     q552220493310 9 4 0    25.0   29.0
 71 2954.329384 2.617E-33 1.400E-09.04210.043 1898.44770.720.000000       X      3       X      1                O 15O 15     q552220493310 9 4 0    27.0   31.0
 71 2954.337620 2.843E-33 1.401E-09.04210.043 1896.34060.720.000000       X      3       X      1                O 15O 16     q552220493310 9 4 0    29.0   33.0
 71 2957.566877 2.117E-33 1.853E-12.03750.040  664.25950.720.000000       X      2       X      0                O 21P 21     q552220493310 9 4 0    41.0   43.0
 71 2959.690982 4.429E-31 4.265E-10.03750.040  662.43590.720.000000       X      2       X      0                O 21O 20     q552220493310 9 4 0    37.0   41.0
 71 2959.717494 4.606E-31 4.246E-10.03750.040  664.25950.720.000000       X      2       X      0                O 21O 21     q552220493310 9 4 0    39.0   43.0
 71 2959.724333 4.894E-31 4.247E-10.03750.040  662.10200.720.000000       X      2       X      0                O 21O 22     q552220493310 9 4 0    41.0   45.0
 71 2961.541128 2.313E-33 2.116E-12.03750.040  662.43590.720.000000       X      2       X      0                O 21P 20     q552220493310 9 4 0    39.0   41.0
 71 2967.205089 3.230E-33 1.487E-09.04400.045 1814.19380.720.000000       X      3       X      1                O 13O 12     q552220493310 9 4 0    21.0   25.0
 71 2967.233893 3.462E-33 1.469E-09.04400.045 1816.09790.720.000000       X      3       X      1                O 13O 13     q552220493310 9 4 0    23.0   27.0
 71 2967.242771 3.806E-33 1.471E-09.04400.045 1814.01040.720.000000       X      3       X      1                O 13O 14     q552220493310 9 4 0    25.0   29.0
 71 2971.333578 4.274E-33 2.364E-12.03880.041  546.70420.720.000000       X      2       X      0                O 19P 19     q552220493310 9 4 0    37.0   39.0
 71 2973.438661 7.264E-31 4.470E-10.03880.041  544.86220.720.000000       X      2       X      0                O 19O 18     q552220493310 9 4 0    33.0   37.0
 71 2973.465550 7.592E-31 4.445E-10.03880.041  546.70420.720.000000       X      2       X      0                O 19O 19     q552220493310 9 4 0    35.0   39.0
 71 2973.472650 8.113E-31 4.447E-10.03880.041  544.56510.720.000000       X      2       X      0                O 19O 20     q552220493310 9 4 0    37.0   41.0
 71 2975.307537 4.705E-33 2.734E-12.03880.041  544.86220.720.000000       X      2       X      0                O 19P 18     q552220493310 9 4 0    35.0   37.0
 71 2979.867814 3.870E-33 1.572E-09.04620.046 1743.15500.720.000000       X      3       X      1                O 11O 10     q552220493310 9 4 0    17.0   21.0
 71 2979.898506 4.211E-33 1.545E-09.04620.046 1745.08060.720.000000       X      3       X      1                O 11O 11     q552220493310 9 4 0    19.0   23.0
 71 2979.908419 4.711E-33 1.548E-09.04620.046 1743.01340.720.000000       X      3       X      1                O 11O 12     q552220493310 9 4 0    21.0   25.0
 71 2984.865389 8.253E-33 3.083E-12.04040.042  440.56180.720.000000       X      2       X      0                O 17P 17     q552220493310 9 4 0    33.0   35.0
 71 2986.950962 1.112E-30 4.690E-10.04040.042  438.70100.720.000000       X      2       X      0                O 17O 16     q552220493310 9 4 0    29.0   33.0
 71 2986.978361 1.169E-30 4.657E-10.04040.042  440.56180.720.000000       X      2       X      0                O 17O 17     q552220493310 9 4 0    31.0   35.0
 71 2986.985807 1.258E-30 4.659E-10.04040.042  438.44140.720.000000       X      2       X      0                O 17O 18     q552220493310 9 4 0    33.0   37.0
 71 2988.839109 9.168E-33 3.622E-12.04040.042  438.70100.720.000000       X      2       X      0                O 17P 16     q552220493310 9 4 0    31.0   33.0
 71 2992.287021 4.175E-33 1.673E-09.04860.048 1683.45810.720.000000       X      3       X      1                O  9O  8     q552220493310 9 4 0    13.0   17.0
 71 2992.321355 4.647E-33 1.629E-09.04860.048 1685.40730.720.000000       X      3       X      1                O  9O  9     q552220493310 9 4 0    15.0   19.0
 71 2992.333078 5.341E-33 1.636E-09.04860.048 1683.36170.720.000000       X      3       X      1                O  9O 10     q552220493310 9 4 0    17.0   21.0
 71 2998.160605 1.528E-32 4.135E-12.04210.043  345.84950.720.000000       X      2       X      0                O 15P 15     q552220493310 9 4 0    29.0   31.0
