 1213800.000222 4.786E-29 8.784E-04.08640.391  604.54410.71-.028720          1 2 2          0 0 0  6  1  5        5  4  2      332223807294713152    13.0   11.0
 1213800.076950 5.096E-29 5.398E-03.06490.400 1246.36840.60-.029464          3 2 0          0 0 0  8  6  3        8  5  4      3343338072287031 8    51.0   51.0
 1113800.113329 4.066E-28 4.505E-04.05710.315 1631.38300.55-.025620          0 4 2          0 0 0 10  5  6        9  6  3      334233837294713152    63.0   57.0
 1113800.208093 1.039E-28 1.625E-03.06980.303 1985.78490.590.000000          1 4 1          0 0 0 12  5  8       11  5  7      1333308287659336 0    25.0   23.0
 1113800.284186 1.204E-28 7.648E-04.03280.242 2042.31060.450.000000          2 2 1          0 0 0 13  3 11       13  1 12      3333308387659336 0    81.0   81.0
 1113800.300344 2.517E-27 5.041E-05.09280.371  446.69660.73-.010570          3 0 1          0 0 0  5  2  3        6  0  6      534223837294713152    11.0   13.0
 1313800.309954 1.940E-27 5.090E-02.09740.439  205.48180.62-.011220          3 0 1          0 0 0  3  2  1        3  2  2      3433338026676624 7    42.0   42.0
 1113800.336219 3.436E-28 6.033E-05.07930.333  982.91170.69-.003440          2 4 0          0 0 0  8  5  3        8  2  6      434233837294713155    17.0   17.0
 1113800.387500 6.320E-27 6.624E-04.06260.400  920.21000.56-.013080          2 4 0          0 0 0 10  2  8        9  1  9      334323802794703152    21.0   19.0
 1113800.389904 3.334E-28 2.206E-03.07550.281 1998.99530.67-.027040          0 2 3          0 0 0 10  5  5       11  5  6      334233837294713152    63.0   69.0
 1113800.390528 2.606E-29 1.507E-04.08450.298 1724.70540.73-.028060          1 0 3          0 0 0  9  3  6       10  5  5      434233837294713152    19.0   21.0
 1413800.395157 1.265E-28 2.779E-03.10170.410  265.23630.79-.014330          0 0 4          0 0 0  5  0  5        5  1  4      5622205041 7833348    66.0   66.0
 1113800.430115 8.590E-27 3.551E-04.07420.300  885.60020.65-.008580          3 0 1          0 0 0  7  4  4        8  2  7      554323832794703152    45.0   51.0
 1113800.449098 4.866E-28 9.651E-04.05120.285 1525.13600.530.000000          0 2 3          0 0 0 10  2  9       11  2 10      1333308287659336 0    21.0   23.0
 1213800.451110 1.151E-29 9.660E-03.02500.265 1767.33840.15-.040000          2 2 1          0 0 0 13  2 12       12  2 11      332239807294713152    81.0   75.0
 1113800.519245 1.308E-29 2.299E-03.07270.333 2630.19260.63-.021390          4 1 0          0 1 0  8  4  5        8  3  6      334233837294713152    51.0   51.0
 1413800.603567 1.169E-29 1.270E-03.09760.378  683.61000.79-.019710          0 0 4          0 0 0  8  2  6        7  4  3      5622205041 7833348   102.0   90.0
 1113800.672771 1.561E-30 4.537E-04.03680.209 2631.28350.420.000000         -2 0-2          0 0 0 15  2 13       15  2 14      1333308287659336 0    31.0   31.0
 1113800.682887 1.951E-30 1.984E-04.04640.271 2612.79980.550.000000         -2 0-2          0 0 0 13  4  9       12  7  6      1333308287659336 0    81.0   75.0
 1113800.758184 4.102E-29 4.104E-05.07540.315 1340.88490.68-.040000          1 0 3          0 0 0  8  2  7        9  4  6      434233837294713152    17.0   19.0
 1113800.765190 1.628E-29 2.072E-03.08850.371 2282.58960.74-.016650          4 1 0          0 1 0  6  4  2        6  3  3      332230837294713152    13.0   13.0
 1113800.770479 1.151E-29 1.731E-03.09110.371 2282.58950.74-.012950          0 3 3          0 1 0  5  3  2        6  3  3      232230807294713152    11.0   13.0
 1113800.795054 4.555E-27 3.566E-04.08630.400  816.69420.74-.027170          3 2 0          0 0 0  8  2  6        7  3  5      334333837294703152    17.0   15.0
 1113800.808980 1.571E-28 6.692E-03.06790.274 2433.80040.560.000000          3 2 0          0 0 0 13  5  8       12  6  7      1333308287659336 0    81.0   75.0
 1113800.885945 1.268E-27 4.591E-04.08360.333 1131.77560.73-.025320          0 2 3          0 0 0  8  2  7        8  4  4      334233837294713152    17.0   17.0
 1213800.911459 2.707E-29 5.400E-03.05390.388 1399.42790.46-.018956          1 4 1          0 0 0  9  6  4        8  6  3      5343338072556631 8    57.0   51.0
 1313800.964595 2.630E-29 3.795E-04.09410.456  134.14940.720.000000         -2-2-2          0 0 0  1 -1 -2        2  2  1      1422304636917122 0    54.0   90.0
 1113800.982818 4.265E-29 1.196E-03.06000.265 2105.86790.55-.001760          3 0 1          0 0 0 12  5  8       12  3  9      334233807294713155    25.0   25.0
 1113800.994487 2.447E-27 2.995E-04.07760.333  882.89030.66-.013520          4 0 0          0 0 0  7  4  4        8  1  7      434233837260713049    15.0   17.0
 1113801.064572 3.695E-27 5.612E-04.07170.315 1201.92150.63-.017720          2 2 1          0 0 0  9  4  6        9  2  7      434223837294713155    57.0   57.0
 1113801.069285 2.864E-30 3.809E-04.05170.253 2426.19650.510.000000          1 2 2          0 0 0 12  5  7       13  4 10      1333308287659336 0    25.0   27.0
 1313801.070723 1.120E-29 1.678E-04.08810.434  141.90910.710.000000         -2-2-2          0 0 0  4 -2 -2        3  1  3      1622304636917122 0    54.0   42.0
 1113801.136692 5.343E-27 6.544E-03.04750.303 1631.38300.600.000000          4 0 0          0 0 0  9  7  2        9  6  3      4343308387789336 0    57.0   57.0
 1113801.221994 2.647E-29 4.136E-04.09220.371 2042.75330.73-.004890          1 3 2          0 1 0  5  2  3        6  1  6      334253837294713152    33.0   39.0
 1113801.278980 2.800E-23 1.341E-01.08580.418  285.41860.68-.018700          3 0 1          0 0 0  3  3  1        3  3  0      455420832767662436    21.0   21.0
 1113801.324016 2.448E-27 7.971E-06.02960.460  136.76170.770.000000          1 7 0          0 0 0  2  1  2        3  0  3      2333308287659336 0    15.0   21.0
 1113801.332756 8.717E-29 1.082E-04.04150.299 1690.66440.560.000000          0 7 1          0 0 0 12  0 12       11  2  9      1333308287659336 0    75.0   69.0
 1113801.345966 7.218E-28 4.108E-05.09450.371  661.54890.75-.021570          0 2 3          0 0 0  5  1  4        6  3  3      434223837294713152    11.0   13.0
 1113801.439014 1.795E-27 6.592E-03.05980.315 1631.24550.60-.035500          4 0 0          0 0 0  9  7  3        9  6  4      332230807260713049    19.0   19.0
 1113801.517767 3.266E-30 7.684E-05.08310.371 2161.28600.68-.023630          0 3 3          0 1 0  6  0  6        6  2  5      332230837294713152    39.0   39.0
 1113801.617045 1.162E-26 1.755E-04.06830.400  704.21410.57-.010500          3 2 0          0 0 0  8  2  7        7  1  6      364333837294703152    51.0   45.0
 1113801.629644 4.290E-28 1.876E-03.10410.480 1618.55710.76-.005410          4 1 0          0 1 0  2  1  2        1  0  1      434243837294713152    15.0    9.0
 1113801.635454 6.321E-28 2.597E-06.08810.428   79.49640.740.000000          010 0          0 0 0  1  0  1        2  1  2      2333308287659336 0     9.0   15.0
 1313801.645388 1.310E-28 1.304E-03.07990.385  283.76770.73-.021000          4 0 0          0 0 0  4  2  3        3  3  0      343354803663663021   162.0  126.0
 1213801.654598 2.295E-29 4.146E-04.09480.400  601.23780.75-.018700          4 0 0          0 0 0  6  3  3        6  2  4      5343638072607030 7    13.0   13.0
 1113801.692459 1.072E-27 1.913E-05.08030.371  648.97870.70-.013080          2 2 1          0 0 0  5  5  1        6  3  4      434233837294713152    33.0   39.0
 1113801.710541 4.778E-30 1.305E-03.03970.209 2631.28350.420.000000          0 4 2          0 0 0 16  1 15       15  2 14      1333308287659336 0    33.0   31.0
 1113801.731817 9.450E-24 1.357E-01.08510.407  285.21930.68-.019500          3 0 1          0 0 0  3  3  0        3  3  1      455420832767662436     7.0    7.0
 1113801.825908 5.425E-29 1.034E-03.03280.242 2042.37410.450.000000          2 2 1          0 0 0 13  2 11       13  2 12      3333308387659336 0    27.0   27.0
 1113801.830180 4.481E-31 1.062E-04.08210.379 2439.95450.670.000000          0 3 3          0 1 0  7  1  6        7  3  5      3333308387659336 0    15.0   15.0
 1113801.916673 7.226E-30 1.068E-05.06130.281 1690.66440.59-.007330          2 2 1          0 0 0 10  6  4       11  2  9      332233837294713155    63.0   69.0
 1113801.966085 6.242E-28 1.199E-03.07760.315 1474.98080.69-.015970          2 0 2          0 0 0  8  4  4        9  5  5      434243837294713152    17.0   19.0
 1113801.977287 2.262E-27 3.555E-04.07380.333  982.91170.63-.005050          0 4 2          0 0 0  9  3  7        8  2  6      334233837294713152    19.0   17.0
 1113802.009161 1.690E-26 7.090E-04.08860.300  888.59870.71-.026580          1 2 2          0 0 0  7  2  5        6  5  2      5343238327287031 8    45.0   39.0
 1413802.036602 2.092E-28 4.597E-03.10140.410  265.23630.79-.013880          0 0 4          0 0 0  5  1  5        5  1  4      5622205041 7833348    66.0   66.0
 1113802.102497 2.908E-28 1.390E-03.06910.298 1724.70540.79-.039880          3 0 1          0 0 0 11  3  8       10  5  5      234233807265713152    23.0   21.0
 1113802.114008 5.383E-29 1.623E-04.06220.285 1590.69070.600.000000         -2 3-2          0 0 0  9  6  4        8  7  1      2333308287659336 0    19.0   17.0
 1113802.155571 1.430E-26 1.959E-04.10010.300  206.30140.74-.018316          1 2 2          0 0 0  2  1  1        3  2  2      4543238327947031 7     5.0    7.0
 1113802.239819 1.447E-30 1.168E-02.05400.317 3253.73800.630.000000         -2 3-2          0 1 0 11  4  7       10  4  6      1333308287659336 0    23.0   21.0
 1113802.243986 1.557E-27 1.502E-05.07920.352  586.24350.67-.004170          1 4 1          0 0 0  7  4  4        7  0  7      434233837294713155    45.0   45.0
 1113802.282107 1.074E-28 7.111E-05.07000.315 1255.91160.630.000000          1 2 2          0 0 0  8  4  4        8  5  3      2333308287659336 0    17.0   17.0
 1113802.283703 1.360E-25 6.153E-04.08790.428  325.34790.69-.014000          1 2 2          0 0 0  4  1  4        5  0  5      454343832794663159    27.0   33.0
 1113802.336370 7.128E-28 1.568E-04.06430.333 1255.16680.57-.025640          1 2 2          0 0 0  8  4  5        8  5  4      434253837294713152    51.0   51.0
 1113802.396444 1.659E-28 1.668E-04.06240.297 1590.69010.610.000000         -2 4-2          0 0 0  9  6  3        8  7  2      1333308287659336 0    57.0   51.0
 1113802.448235 9.588E-29 7.195E-05.06930.333 1255.91160.70-.030440          2 2 1          0 0 0  7  7  0        8  5  3      434233837294713152    15.0   17.0
 1113802.484271 4.280E-26 1.049E-03.08050.232  488.13420.71-.016000          4 0 0          0 0 0  5  3  3        4  4  0      544353832728663021    11.0    9.0
 1213802.531500 1.767E-29 8.131E-04.06180.350 1074.76290.54-.031540          0 2 3          0 0 0  8  1  7        9  1  8      332239807294703152    51.0   57.0
 1113802.582425 7.481E-28 1.581E-03.08670.298 1538.14950.72-.013740          4 0 0          0 0 0 10  4  6       10  3  7      334223837260713049    21.0   21.0
 1113802.645170 2.883E-30 1.209E-04.03970.253 2414.72340.510.000000          0 4 2          0 0 0 12  6  7       13  3 10      1333308287659336 0    75.0   81.0
 1213802.697944 1.754E-28 9.704E-04.09580.400  282.09450.74-.023140          4 0 0          0 0 0  4  2  2        3  3  1      5343638072607030 8     9.0    7.0
 1113802.750812 4.029E-30 1.332E-05.05400.305 1874.97300.620.000000          0 9 0          0 0 0 11  1 10       10  6  5      1333308287659336 0    69.0   63.0
